product_name,supplier_item_code,detail_url,image_url,page_number,taxonomy_label,match_type,match_confidence
Farola Derecho Para Mitsubishi Lancer Modelos 2004 A 2008 Depo,3150,https://www.partcar.com.co/importacion-1/farola-mitsubishi-lancer-2004%E2%80%932008-derecho-depo,https://www.autolatas.co/cat/3150.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Mitsubishi Lancer Modelos 1998 A 2000 Depo,3149,https://www.partcar.com.co/importacion-1/farola-mitsubishi-lancer-1998%E2%80%932000-derecho-depo,https://www.autolatas.co/cat/3149.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Mitsubishi Lancer Modelos 1998 A 2000 Depo,3148,https://www.partcar.com.co/importacion-1/farola-mitsubishi-lancer-1998%E2%80%932000-izquierdo-depo,https://www.autolatas.co/cat/3148.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Mitsubishi Canter Modelos 2008 A 2021 Depo,3144,https://www.partcar.com.co/importacion-1/farola-mitsubishi-canter-2008%E2%80%932021-derecho-depo,https://www.autolatas.co/cat/3144.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Mitsubishi Canter Modelos 2008 A 2021 Depo,3143,https://www.partcar.com.co/importacion-1/farola-mitsubishi-canter-2008%E2%80%932021-izquierdo-depo,https://www.autolatas.co/cat/3143.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Freightliner M2 106 112 Modelos 2002 A 2023 Depo,3140,https://www.partcar.com.co/importacion-1/farola-freightliner-m2-106-112-2002%E2%80%932023-derecho-depo,https://www.autolatas.co/cat/3140.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierdo Para Freightliner M2 106 112 Modelos 2002 A 2023 Depo,3139,https://www.partcar.com.co/importacion-1/farola-freightliner-m2-106-112-2002%E2%80%932023-izquierdo-depo,https://www.autolatas.co/cat/3139.jpg,1,lighting_headlamps,category_only,medium
Farola Derecha Para Mercedez Sprinter Modelos 2002 A 2013 Depo,3138,https://www.partcar.com.co/importacion-1/farola-mercedez-sprinter-2002%E2%80%932013-derecha-depo,https://www.autolatas.co/cat/3138.jpg,1,lighting_headlamps,category_only,medium
Farola Izquierda Para Mercedez Sprinter Modelos 2002 A 2013 Depo,3137,https://www.partcar.com.co/importacion-1/farola-mercedez-sprinter-2002%E2%80%932013-izquierda-depo,https://www.autolatas.co/cat/3137.jpg,1,lighting_headlamps,category_only,medium
Farola Derecho Para Kia Sportage Modelos 2009 A 2016 Sp,3132,https://www.partcar.com.co/importacion-1/farola-kia-sportage-2009%E2%80%932016-derecho-sp,https://www.autolatas.co/cat/3132.jpg,1,lighting_headlamps,category_only,medium
